username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
realDonaldTrump;2020-06-08 04:01;9570;45793;"Actually, a great book by a great and highly respected historian, Doug Wead!https://twitter.com/robot_amazon/status/1269840263658291205 …";;;;"1269841849038114816";https://twitter.com/realDonaldTrump/status/1269841849038114816
realDonaldTrump;2020-06-08 03:54;32322;143526;"Could it be even remotely possible that in Roger Goodell’s rather interesting statement of peace and reconciliation, he was intimating that it would now be O.K. for the players to KNEEL, or not to stand, for the National Anthem, thereby disrespecting our Country & our Flag?";;;;"1269840254871142400";https://twitter.com/realDonaldTrump/status/1269840254871142400
realDonaldTrump;2020-06-08 03:42;30825;136727;"Colin Powell was a pathetic interview today on Fake News CNN. In his time, he was weak & gave away everything to everybody - so bad for the USA. Also got the “weapons of mass destruction” totally wrong, and you know what that mistake cost us? Sad! Only negative questions asked.";;;;"1269837128059453440";https://twitter.com/realDonaldTrump/status/1269837128059453440
realDonaldTrump;2020-06-07 22:41;45278;232241;"If I wasn’t constantly harassed for three years by fake and illegal investigations, Russia, Russia, Russia, and the Impeachment Hoax, I’d be up by 25 points on Sleepy Joe and the Do Nothing Democrats. Very unfair, but it is what it is!!!";;;;"1269761532033937412";https://twitter.com/realDonaldTrump/status/1269761532033937412
realDonaldTrump;2020-06-07 22:35;20178;67257;". @SeanParnellUSA is a SUPERSTAR running against a Lamb, to be exact, a weak puppet of crazy Nancy Pelosi!pic.twitter.com/w0UYTAR43v";;@SeanParnellUSA;;"1269759817649983490";https://twitter.com/realDonaldTrump/status/1269759817649983490
realDonaldTrump;2020-06-07 22:08;76185;466785;"I built the greatest economy in the World, the best the U.S. has ever had. I am doing it again!";;;;"1269753231355371521";https://twitter.com/realDonaldTrump/status/1269753231355371521
realDonaldTrump;2020-06-07 20:50;31021;116631;"Opinion Editor at @nytimes just walked out. That’s right, he quit over the excellent Op-Ed penned by our great Senator @TomCottonAR. TRANSPARENCY! The State of Arkansas is very proud of Tom. The New York Times is Fake News!!!";;@nytimes @TomCottonAR;;"1269733556865118211";https://twitter.com/realDonaldTrump/status/1269733556865118211
realDonaldTrump;2020-06-07 20:40;28666;111627;"“If Biden had any passion or respect for law enforcement, he kept it well hidden in his Philadelphia address. He criticized cops far more than he did arsonists & looters.” Michael Goodwin, @nypost";;@nypost;;"1269730875769487361";https://twitter.com/realDonaldTrump/status/1269730875769487361
realDonaldTrump;2020-06-07 19:15;10760;40885;"...I know Ronny well. He will NEVER let you down. Solid as a rock. Ronny has my Complete and Total Endorsement! #TX13 #MAGAhttps://secure.winred.com/texans-for-ronny-jackson/contribute …";;;#TX13 #MAGAhttps;"1269709470621409282";https://twitter.com/realDonaldTrump/status/1269709470621409282
realDonaldTrump;2020-06-07 19:15;17002;71610;". @RonnyJackson4TX is a spectacular man. An Admiral in the Navy, he is a brave and loyal Warrior who loves our Military and Vets. As a medical doctor, Ronny is great on HealthCare and he is Strong on Cutting Taxes, the Border and the Second Amendment...";;@RonnyJackson4TX;;"1269709468704669697";https://twitter.com/realDonaldTrump/status/1269709468704669697
realDonaldTrump;2020-06-07 19:13;12134;43424;"Congressman Jeff Van Drew ( @VanDrewForNJ) is a Courageous Leader who defended me against Pelosi’s Impeachment Scam and is a conservative who shares our Republican values. Jeff is a fighter for South Jersey and will always put America First. Vote for Jeff!https://secure.winred.com/van-drew-for-congress/donate …";;@VanDrewForNJ;;"1269709109902880768";https://twitter.com/realDonaldTrump/status/1269709109902880768
realDonaldTrump;2020-06-07 19:12;11316;44992;"Congressman Mark Amodei ( @AmodeiForNevada) is working hard for the incredible people of Nevada! He is Strong on Immigration, Taxes, Job Creation and he Loves our Military and Vets. Mark has my Complete and Total Endorsement! #NV02 #MAGA";;@AmodeiForNevada;#NV02 #MAGA;"1269708922144915463";https://twitter.com/realDonaldTrump/status/1269708922144915463
