username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
burnshark1;2019-03-09 15:11;0;0;"Trump finally knows why Kim’s guys laughed when they handed the President of the United States Korea’s brand of KY Jelly. https://twitter.com/davidaxelrod/status/1104384288907177984 …";;;;"1104399224886616064";https://twitter.com/burnshark1/status/1104399224886616064
alcamcast;2019-03-09 15:09;0;0;"Pregunta del millón ¿porque Donald Trump no libera a la población de Corea del Norte de las malvadas garras de Kim Jong-un, así como quiere liberar a Venezuela de las malvadas garras de Nicolás Maduro? https://twitter.com/info7mty/status/1104396959392165888 …";;;;"1104398758526124034";https://twitter.com/alcamcast/status/1104398758526124034
Twistedankle3;2019-03-09 15:07;0;0;"Trump is anti-CHRISTIAN Putin is anti-CHRISTIAN Kim-anti-CHRISTIAN MBS-anti-CHRISTIAN...these are NON-CHRISTIANS.. They will turn on Israel. They are ANTI-SEMITIC. https://twitter.com/BettyBowers/status/1104164288544079873 …";;;;"1104398425624211456";https://twitter.com/Twistedankle3/status/1104398425624211456
OFEELIA;2019-03-09 15:06;0;0;"The only dedication we see so far is to Putin and Kim Jung Un and Saudi Prince. That's not good references to what Trump's done to U.S. When he's told over 5,000 fact check lies...what fools must still believe anything he says or does. STOP LYING AND START HELPING U.S.";;;;"1104398153456017409";https://twitter.com/OFEELIA/status/1104398153456017409
tom_turnbo;2019-03-09 15:06;0;0;"Th pik of trump/kim commys shakn hands shud b a pik on NK nex missl launchd 4 luv!!Pls IMPEACH 4USA SECURITY!! DEMS WONT HOLDIT AGANS REPUBS";;;;"1104398142311682048";https://twitter.com/tom_turnbo/status/1104398142311682048
jipsy32;2019-03-09 15:05;0;0;"I never expected Trump & Kim to reach AGREEMENT in just two visits. I believe the walkout was a good move. I still think we'll win";;;;"1104397925378072577";https://twitter.com/jipsy32/status/1104397925378072577
pattigee;2019-03-09 15:05;0;0;"Hahaha!!! Trump: Give me everthing I ask for Kim Jong Un: No Trump: OK bye bye Trump: Give me everything I ask for Pelosi: No Trump: Ok bye bye";;;;"1104397729931935746";https://twitter.com/pattigee/status/1104397729931935746
Twistedankle3;2019-03-09 15:05;0;0;"Trump=Anti-Christ. Trump=Anti-Semitic. Trump=PUTIN=RED COMMUNISM=Anti-Christian. All of TRUMPS buddies are ANTI-CHRISTIAN: KIM=PUTIN=MBS... https://twitter.com/BettyBowers/status/1104164288544079873 …";;;;"1104397681462571008";https://twitter.com/Twistedankle3/status/1104397681462571008
ThisArt2BeYours;2019-03-09 15:04;0;2;"Trump is a lost soul. when it's all said it done, he will wish he had done things differently.Things are not going well 4 him. Kim Jong is turning on him, his ex lawyer turned on him, half his cabinet turned and bailed. ONLY his minions hangs in. Maybe then can fan him in hell.";;;;"1104397533365891072";https://twitter.com/ThisArt2BeYours/status/1104397533365891072
4PawShop;2019-03-09 15:03;0;0;"http://bit.ly/1w10jgV Trump would be ‘very disappointed’ in Kim Jong Un if North Korea is rebuilding... https://tmblr.co/Z6iWGx2gldlOB";;;;"1104397332660084736";https://twitter.com/4PawShop/status/1104397332660084736
cutthecrap408;2019-03-09 15:03;0;0;"Yeah no schit you and I know that but Trump has no idea what he's doing with NK or China Lil' Kim and Xi are having a field day he doesn't understand anything about them & of course I don't like Trump on top of being a low end slime bag he's a blithering idiot on most things";;;;"1104397234152656896";https://twitter.com/cutthecrap408/status/1104397234152656896
BrookingsFP;2019-03-09 15:02;2;3;"“Kim’s perception of Trump’s relative weakness, given the president’s domestic problems, is likely to fuel Kim’s confidence and relative strength vis-à-vis the embattled president.” https://brook.gs/2ELHLtL";;;;"1104396934087872512";https://twitter.com/BrookingsFP/status/1104396934087872512
FuenteConfiabl;2019-03-09 15:00;0;0;"Medios de Corea del Norte reconocen el fracaso “inesperado” de la cumbre entre Trump y Kim Jong-un https://goo.gl/E4gXMT";;;;"1104396570106187776";https://twitter.com/FuenteConfiabl/status/1104396570106187776
hotaine;2019-03-09 15:00;0;0;"HotaineNet Trending: As Trump and Kim Met, North Korean Hackers Hit Over 100 Targets in U.S. and Ally Nations https://www.nytimes.com/2019/03/03/technology/north-korea-hackers-trump.html?partner=rss&emc=rss …";;;;"1104396433179009027";https://twitter.com/hotaine/status/1104396433179009027
jkaspar65;2019-03-09 14:59;0;0;"Trump prowadzi biznes. Tak jak traktował własne firmy, żyłując zyski kosztem pracownikow (rowniez naszych rodaków), tak traktuje państwo. Dla niego nie jest ważne z kim wejdzie w sojusz, ważne ile z tego da sie wyciągnąć.";;;;"1104396209324769280";https://twitter.com/jkaspar65/status/1104396209324769280
CSandbox;2019-03-09 14:58;0;0;"Cohen’s testimony had NOTHING to do with Trump’s meeting with Kim Jong Un. Making excuses for Trump. Don’t buy it.";;;;"1104396026490863617";https://twitter.com/CSandbox/status/1104396026490863617
catch22x3;2019-03-09 14:57;0;1;"#DonaldTrump NK "summits" have done NOTHING to further US goals, but have emboldened #KimJongUn by essentially raising his standing on the world stage. Why would he give up his nukes, ever??? Kim 2 Trump 0";;;#DonaldTrump #KimJongUn;"1104395856159989760";https://twitter.com/catch22x3/status/1104395856159989760
OldToolmaker1;2019-03-09 14:56;0;0;"Trump and Kim in Love? https://youtu.be/z7q0bz0sk30 https://youtu.be/z7q0bz0sk30";;;;"1104395528807297024";https://twitter.com/OldToolmaker1/status/1104395528807297024
TinPotDickTator;2019-03-09 14:56;0;1;"Looks like Kim is preparing to deliver another "Love Letter" to trump https://twitter.com/jimsciutto/status/1104214183195934721 …";;;;"1104395473660473345";https://twitter.com/TinPotDickTator/status/1104395473660473345
Dixi68;2019-03-09 14:56;0;0;"Hackerato il cellulare di Trump: Kim Jong-un salvato in rubrica come ‘Cicciobomba Cannoniere’ https://www.lercio.it/hackerato-il-cellulare-di-trump-kim-jong-un-salvato-in-rubrica-come-cicciobomba-cannoniere/ …";;;;"1104395447005790215";https://twitter.com/Dixi68/status/1104395447005790215
StupidThingsCo1;2019-03-09 14:56;0;0;"You didn't answer my question about Dr. Walid Fitaihi; care to respond? And trump praised Kim even after Otto died a horrible death. Pathetic and right wingers would have called for Obama's impeachment if he was stupid enough to say something similar.";;;;"1104395424591478784";https://twitter.com/StupidThingsCo1/status/1104395424591478784
kinte51;2019-03-09 14:54;0;0;"Schon sehr seltsam, was man jetzt nach der erfolglosen Zusammenkunft zwischen Präsident Trump und Diktator Kim angeblich alles entdeckt.";;;;"1104395092293550085";https://twitter.com/kinte51/status/1104395092293550085
mkorealee;2019-03-09 14:52;0;0;"N. Korea admits summit failure - Trump said he felt his relationship with Kim and North Korea "remains good," and that he would be "surprised in a negative way" by any return to testing. https://www.nwaonline.com/news/2019/mar/09/n-korea-admits-summit-failure-20190309/#.XIPS9-igH_I.twitter …";;;#;"1104394421150183426";https://twitter.com/mkorealee/status/1104394421150183426
92stag;2019-03-09 14:51;0;0;"Watch "Kim Clement on Donald Trump" on YouTube https://youtu.be/AE0T_QR_20Q";;;;"1104394346982445061";https://twitter.com/92stag/status/1104394346982445061
amconmag;2019-03-09 14:51;1;5;"Harry Kazianis: Trump "may have assumed that he could look tough and show up the Democrats, either by making history and getting a mega-deal with Kim or walking out." Now everything is "rapidly devolving into utter disaster". http://bit.ly/2HtoQG7 @GrecianFormula";;@GrecianFormula;;"1104394267055800321";https://twitter.com/amconmag/status/1104394267055800321
EGuedel;2019-03-09 14:50;3;3;"Conséquence de l’échec du sommet de Hanoï : le président chinois Xi ne se rendra pas à Mar-a-Lago en Floride à la fin du mois pour parler commerce avec son homologue US. Selon Pékin, Trump pourrait quitter la table des négociations comme il l’a fait avec Kim Jong-un. pic.twitter.com/kiJyC79asd";;;;"1104394138793979908";https://twitter.com/EGuedel/status/1104394138793979908
BobMong1949;2019-03-09 14:50;0;0;"As Trump and Kim Met, North Korean Hackers Hit Over 100 Targets in U.S. and Ally Nations https://nyti.ms/2BWFCK3";;;;"1104394055117668352";https://twitter.com/BobMong1949/status/1104394055117668352
auntganana;2019-03-09 14:49;0;0;"Kim played Trump. They are rebuilding as we speak. Or is this just a ruse to start it up again before 2020 & make Trump look good?";;;;"1104393825429192704";https://twitter.com/auntganana/status/1104393825429192704
DonPayne17;2019-03-09 14:49;0;0;"Just another book with Trump's name on it that he didn't write......or ever read.";;;;"1104393784576696327";https://twitter.com/DonPayne17/status/1104393784576696327
Custo481;2019-03-09 14:49;0;0;"North Korea airs documentary glorifying Kim's summit with Trump https://www.stuff.co.nz/world/asia/111121111/north-korea-airs-documentary-glorifying-kims-summit-with-trump … Nothing Trump and fox wouldn't do themselves.";;;;"1104393760878854144";https://twitter.com/Custo481/status/1104393760878854144
TinaBec03635495;2019-03-09 14:49;0;2;"I wonder how many assassination attempts have been on Trump ?";;;;"1104393696873771010";https://twitter.com/TinaBec03635495/status/1104393696873771010
a35362;2019-03-09 14:49;1;1;"7:29 Donald Trump likes Kim Jong-un, who is a murderer | OK, Stop! https://youtu.be/XIUXit667Cs #jonlovett #crookedmedia #okstop #lovettorleaveitpic.twitter.com/IjTDTWKQYQ";;;#jonlovett #crookedmedia #okstop #lovettorleaveitpic;"1104393696135524353";https://twitter.com/a35362/status/1104393696135524353
LangenbergTerr1;2019-03-09 14:48;0;1;"Trump bends over for Putin & Kim. He’ll, Trump even said he & Kim fell in love! What a disgusting piece of horse crap we have as a president. pic.twitter.com/23I0RU6g4F";;;;"1104393530791919617";https://twitter.com/LangenbergTerr1/status/1104393530791919617
red__RD;2019-03-09 14:47;0;1;"Looks like they are getting ready to test again, probably shouldn’t be saying this (although im sure that is why Kim is doing it, to essentially force Trump back to the table.)";;;;"1104393393700974592";https://twitter.com/red__RD/status/1104393393700974592
red__RD;2019-03-09 14:47;0;0;"Looks like they are getting ready to test again, probably shouldn’t be saying this (although im sure that is why Kim is doing it, to essentially force Trump back to the table.) https://twitter.com/thehill/status/1104321176736882689 …";;;;"1104393368010809344";https://twitter.com/red__RD/status/1104393368010809344
ungaro;2019-03-09 14:43;0;1;"WHAT?! Visit to (multiple-)tornado-struck Alabama, Trump ‘makes time’ to AUTOGRAPH FRONT COVERS of #Bibles (military challenge ed.?)- & sign some groupie’s bosom (YES, he did that). On 7-10 scale, how weird? RT @kim: Caption this pic.twitter.com/fy9fGUJlGJ #captionthis #climate";;@kim;#Bibles #captionthis #climate;"1104392380654981121";https://twitter.com/ungaro/status/1104392380654981121
CyberTaters;2019-03-09 14:43;0;0;"RT @BombshellDAILY: NORTH KOREA ATTACKS U.S. Kim Jong-un is rewarded by Trump, with the cancellation of large scale military exercises with… #Eugene #ripcity";;@BombshellDAILY;#Eugene #ripcity;"1104392298866098176";https://twitter.com/CyberTaters/status/1104392298866098176
KhalidGoldstein;2019-03-09 14:42;0;0;"Trump failed in his negotiation with Kim Jong Il. Or as young people would say, Kim pwned Trump. North Korea 'preparing rocket launch', images suggest http://www.bbc.co.uk/news/world-asia-47504723 …";;;;"1104392077561946113";https://twitter.com/KhalidGoldstein/status/1104392077561946113
CindySammet1;2019-03-09 14:42;0;0;"The reason Trump loves Kim so much is because he’s going to set up a war that allows Trump to try to stay in office.";;;;"1104392063653576704";https://twitter.com/CindySammet1/status/1104392063653576704
JanetWa94118686;2019-03-09 14:42;0;0;"Beltway Insider: Trump/Kim Jong Un Overshadowed, Otto Warmbier, Cohen/Trump, Brexit Implosion, Netanyahu, 2020 http://www.haute-lifestyle.com/168-haute-this-issue/3908-beltway-insider-trump-kim-jong-un-overshadowed-otto-warmbier-cohen-trump-brexit-implosion-netanyahu-2020.html#.XIPQ0LEjrNI.twitter …";;;#;"1104392006493593600";https://twitter.com/JanetWa94118686/status/1104392006493593600
ReyesHectorL;2019-03-09 14:40;0;0;"Trump asegura que relación con Kim Jong-un "sigue siendo buena" http://dlvr.it/R0VdDG pic.twitter.com/rsAa3DpQvZ";;;;"1104391408968855553";https://twitter.com/ReyesHectorL/status/1104391408968855553
pubman51;2019-03-09 14:38;1;3;"It’s clear Trump’s “wing it” approach to the summit completely failed. Kim Jong Un has the upper hand and is playing the great (in his own mind) negotiator";;;;"1104390982664040448";https://twitter.com/pubman51/status/1104390982664040448
immitateNews;2019-03-09 14:36;0;0;"The problem with Trump's North Korea gamble - Washington Examiner By now, it’s clear: President Trump lost his bet on North Korea. Kim Jong Un is not close to giving up his... https://news.immitate.com/2019/03/09/the-problem-with-trumps-north-korea-gamble-washington-examiner/ …";;;;"1104390596024778753";https://twitter.com/immitateNews/status/1104390596024778753
bayoubes;2019-03-09 14:36;0;0;"Replying to La Marie@FordMcCart... The AntiChrist would Not have done what Trump recently did in Jerusalem ! I suggest you go to YouTube and search for Kim Clement and watch his 9 minute 47 second video, Trump 2007 Prophecy !";;@FordMcCart;;"1104390557240082433";https://twitter.com/bayoubes/status/1104390557240082433
ErnstNordholt;2019-03-09 14:35;0;0;"Noord-Korea erkent voor het eerst dat top tussen Kim Jong-un en Trump mislukt is - http://goo.gl/alerts/hsQfo #GoogleAlerts";;;#GoogleAlerts;"1104390265710829569";https://twitter.com/ErnstNordholt/status/1104390265710829569
VOP_Int;2019-03-09 14:34;0;0;"Trump confirms his relationship with Kim Jong-un "still good" https://voiceofpeopletoday.com/trump-confirms-his-relationship-with-kim-jong-un-still-good/ …pic.twitter.com/c975Jb6X2F";;;;"1104389880111607815";https://twitter.com/VOP_Int/status/1104389880111607815
VOPnewsroom;2019-03-09 14:33;0;0;"Trump confirms his relationship with Kim Jong-un "still good" https://voiceofpeopletoday.com/trump-confirms-his-relationship-with-kim-jong-un-still-good/ …pic.twitter.com/Lw6RqoI5Vf";;;;"1104389875065868289";https://twitter.com/VOPnewsroom/status/1104389875065868289
VOP_Today;2019-03-09 14:33;0;0;"Trump confirms his relationship with Kim Jong-un "still good" https://voiceofpeopletoday.com/trump-confirms-his-relationship-with-kim-jong-un-still-good/ …pic.twitter.com/Gembwhx7dA";;;;"1104389869953081345";https://twitter.com/VOP_Today/status/1104389869953081345
ONewsroom;2019-03-09 14:33;0;0;"Trump confirms his relationship with Kim Jong-un "still good" https://voiceofpeopletoday.com/trump-confirms-his-relationship-with-kim-jong-un-still-good/ …pic.twitter.com/vBzdlmTj8R";;;;"1104389864450072576";https://twitter.com/ONewsroom/status/1104389864450072576
nertiqatja;2019-03-09 14:33;0;0;"Trump confirms his relationship with Kim Jong-un "still good" https://voiceofpeopletoday.com/trump-confirms-his-relationship-with-kim-jong-un-still-good/ …pic.twitter.com/kPrK6THZuI";;;;"1104389859047804929";https://twitter.com/nertiqatja/status/1104389859047804929
NewsObservatory;2019-03-09 14:33;0;0;"Trump confirms his relationship with Kim Jong-un "still good" https://voiceofpeopletoday.com/trump-confirms-his-relationship-with-kim-jong-un-still-good/ …pic.twitter.com/OD92pDrVRv";;;;"1104389854144745472";https://twitter.com/NewsObservatory/status/1104389854144745472
TomBertrand20;2019-03-09 14:32;1;1;"Kim Jong Un figures the Democratic Communists have President Trump “on the ropes” and that in his weakened state it won’t be long before the House of Cards falls. WRONG";;;;"1104389601093918721";https://twitter.com/TomBertrand20/status/1104389601093918721
selectttt;2019-03-09 14:30;1;1;"Just to again set the Record straight Kim is upset with Trump because it was great that in the first meeting that Trump made North Korea a legitimate Nuclear Power.The second meeting nothing. As Trump is speaking he has been briefed on Kim restoring & getting ready a Launch site";;;;"1104388994538840064";https://twitter.com/selectttt/status/1104388994538840064
DorothyYonker;2019-03-09 14:29;0;0;"IMO Cummings & Schiff changed the date for Cohen's hearing to be on same day as Summit so Kim Jong Un would hear Cohen say "Trump's a con man". Un was not the same as last time. Cohen killed any deal w/ NOKO b/c Un won't forget what he heard. https://twitter.com/RepMarkMeadows/status/1104052719596249091 …";;;;"1104388857334767616";https://twitter.com/DorothyYonker/status/1104388857334767616
Vbarnett323;2019-03-09 14:28;0;1;"So in all the months that Trump has been having his love affair, Kim played him and you know who knew about it- Putin.";;;;"1104388454484508672";https://twitter.com/Vbarnett323/status/1104388454484508672
DorothyYonker;2019-03-09 14:20;0;0;"There's something very skin-crawling about Schiff. IMO he & Cummings changed the hearing date so Kim Jong Un wld hear Cohen say 'Trump's a con man' on TV the same day as the Summit. Un wasn't friendly like the last time. I'd swear on a Bible, Cohen killed any deal w/ NOKO. https://twitter.com/thebradfordfile/status/1104243267774877698 …";;;;"1104386485686620161";https://twitter.com/DorothyYonker/status/1104386485686620161
Twistedankle3;2019-03-09 14:19;0;0;"Trump=Putin=MBS=KIM... Khashoggi MURDERED... Skripal MURDERED... Otto MURDERED... TRUMP=COWARD=PUTIN= RED COMMUNISM=KIM=MBS. https://twitter.com/PerlmanGerry/status/1104375136269074432 …";;;;"1104386288508174336";https://twitter.com/Twistedankle3/status/1104386288508174336
RosanneDanna;2019-03-09 14:19;0;1;"It’s a private event. They’re watching the Super Bowl together. One must be vetted to get that close to any POTUS for security. There is more than one photo of them. Control everything trump knows who around him at his private parties.";;;;"1104386104017457153";https://twitter.com/RosanneDanna/status/1104386104017457153
MiamiHomes123;2019-03-09 14:18;0;0;"Medios de Corea del Norte reconocen el fracaso "inesperado" de la cumbre entre Trump y Kim Jong-un https://es.rt.com/6lnv via @ActualidadRT";;@ActualidadRT;;"1104385906105044992";https://twitter.com/MiamiHomes123/status/1104385906105044992
quemamoto;2019-03-09 14:18;0;1;"El miedo de Trump . Al parecer Kim reactivó el sitio de lanzamiento de cohetes intercontinentales https://elcaminantehn.com/2019/03/08/el-miedo-de-trump-al-parecer-kim-reactivo-el-sitio-de-lanzamiento-de-cohetes-intercontinentales/ …";;;;"1104385853604929537";https://twitter.com/quemamoto/status/1104385853604929537
JamesBama1;2019-03-09 14:17;0;0;"Bernie calls TRUMP Dangerous? He is building Walls to keep us safe,working with China to get a better trade market,he is the first President to keep talking with Kim of North Korea,gave us a tax break.The Danger is in the young people who believe in the things Bernie is pushing";;;;"1104385793194369026";https://twitter.com/JamesBama1/status/1104385793194369026
gvravel;2019-03-09 14:16;1;3;"Kim to Trump --- "You walked out. We were on a break". #Friends #RachelandRoss";;;#Friends #RachelandRoss;"1104385538579185664";https://twitter.com/gvravel/status/1104385538579185664
Twistedankle3;2019-03-09 14:16;0;0;"The President of the U.S. Trump takes the word of MURDEROUS DICTATORs: Khashoggi-killed by MBS... Skripal-killed by Putin... Otto-killed by KIM of N.korea. Trump=Coward=PUTIN= Red COMMUNISM=KIM=MBS https://twitter.com/PerlmanGerry/status/1104375136269074432 …";;;;"1104385499731509251";https://twitter.com/Twistedankle3/status/1104385499731509251
mk_musharraf;2019-03-09 14:14;0;0;"Activity at a SECOND North Korean missile site could mean the country is preparing for a potential launch following failed talks between Trump and Kim Jong-Un http://a.msn.com/01/en-gb/BBUyiA1?ocid=st …";;;;"1104385006917410816";https://twitter.com/mk_musharraf/status/1104385006917410816
JamesHuntingto7;2019-03-09 14:14;0;0;"IMHO this idea that NK is going to denuclearize is a pipe dream. And like the leadership before him, Kim Jong Un is playing tRump like a flute. http://Vox.com : Top Trump official may have just doomed US-North Korea talks. https://www.vox.com/2019/3/8/18256179/north-korea-nuclear-trump-kim-step … via @GoogleNews";;@GoogleNews;;"1104384950374187008";https://twitter.com/JamesHuntingto7/status/1104384950374187008
SureReality;2019-03-09 14:13;2;2;"I would say trump feels the need for cover right now. ‘Cause we know Kim and trump are taking orders from Putin. “Be best friends...” or “Call each other names and threaten...” Anyone else? https://twitter.com/jimsciutto/status/1104214183195934721 …";;;;"1104384654675767296";https://twitter.com/SureReality/status/1104384654675767296
Atlantide4world;2019-03-09 14:13;0;0;"-Corea del Nord, media Usa: “Kim prepara lancio di missili”. Trump: “Sarei deluso”. Le immagini satellitari sono state mostrate dalla rete radiofonica pubblica statunitense Npr e mostrano grandi veicoli muoversi intorno a un sito noto come Sanumdong.- https://www.ilfattoquotidiano.it/2019/03/09/corea-del-nord-media-usa-kim-prepara-lancio-di-missili-trump-sarei-deluso/5025212/ …";;;;"1104384653409030144";https://twitter.com/Atlantide4world/status/1104384653409030144
arboretumlvr;2019-03-09 14:12;0;0;"Xi would definitely much if Trump walked away like he did with Kim.";;;;"1104384470789046272";https://twitter.com/arboretumlvr/status/1104384470789046272
LynneVero;2019-03-09 14:12;0;0;"Kim is pushing this up Trump's nose. Trump thinks he's manipulating NK. We'd laugh, but this is very, very dangerous. Two psychos trying to "win."";;;;"1104384456461303814";https://twitter.com/LynneVero/status/1104384456461303814
Twistedankle3;2019-03-09 14:12;0;0;"Trump=Putin=KIM=MBS Otto.. Khashoggi... Skripal... All 3 killed by TRUMP's MURDEROUS DICTATORs... https://twitter.com/PerlmanGerry/status/1104375136269074432 …";;;;"1104384378979975168";https://twitter.com/Twistedankle3/status/1104384378979975168
air_dizzle76;2019-03-09 14:11;0;0;"I don’t think President Trump “hangs” with whoever she is. It’s a picture. He also takes picture with leaders all around the world that have people executed all the time.";;;;"1104384277528010754";https://twitter.com/air_dizzle76/status/1104384277528010754
ggshores;2019-03-09 14:11;0;0;"Yep. Kim’s got Trump’s number. pic.twitter.com/TIQvZujzOS";;;;"1104384160494481408";https://twitter.com/ggshores/status/1104384160494481408
Band_Dad;2019-03-09 14:11;0;0;"Trump official may have just doomed US-N Korea talks. Kim wins and #Trump looses at N Korean negotiations. ⁦ @SenatorBurr⁩ ⁦ @SenThomTillis⁩ ⁦ @SenateGOP⁩ ⁦ @RepMarkMeadows⁩ ⁦ @Jim_Jordan⁩ ⁦ @RepTedBudd⁩ ⁦ @virginiafoxx⁩https://www.vox.com/2019/3/8/18256179/north-korea-nuclear-trump-kim-step …";;@SenatorBurr @SenThomTillis @SenateGOP @RepMarkMeadows @Jim_Jordan @RepTedBudd @virginiafoxx;#Trump;"1104384142156931073";https://twitter.com/Band_Dad/status/1104384142156931073
realkartikeyad;2019-03-09 14:09;0;1;"First the #Modi doctrine and now #Trump. Hoping for the next one on #Kim, #Xi or #Putin. What a great collection that would be!";;;#Modi #Trump #Kim #Xi #Putin;"1104383642296610817";https://twitter.com/realkartikeyad/status/1104383642296610817
kazimaqeel3;2019-03-09 14:07;0;0;"Good i have another WhatsApp group in which trump kim jong putin and me used to chat on crucial issues";;;;"1104383332245110784";https://twitter.com/kazimaqeel3/status/1104383332245110784
zoozeori;2019-03-09 14:07;0;0;"Trump clings to 'all or nothing' strategy on North Korea - FRANCE 24 ☞ the US president seems determined to stick with his “all or nothing” approach, betting on his personal “chemistry” with Kim Jong Un to save the day. http://me2.do/Gj4Ps0cP";;;;"1104383205279379456";https://twitter.com/zoozeori/status/1104383205279379456
valerileist;2019-03-09 14:07;0;1;"Trump did one hell of a job with Kim Jung Un! He got him to rebuild his missle program. That surely deserves the Nobel Peace Prize.";;;;"1104383179874553856";https://twitter.com/valerileist/status/1104383179874553856
LoveMyCymba;2019-03-09 14:07;0;0;"Does this mean Trump and Kim aren't in love anymore? https://twitter.com/jimsciutto/status/1104214183195934721 …";;;;"1104383174249992192";https://twitter.com/LoveMyCymba/status/1104383174249992192
kelly_lew64;2019-03-09 14:06;0;0;"That can’t be so - trump said Kim Jung-Un said so Ladies and gents, American Policy 101 Buckle up or vote him out";;;;"1104382992204615681";https://twitter.com/kelly_lew64/status/1104382992204615681
republicbuzz;2019-03-09 14:06;0;0;"President Trump has received an invitation to meet North Korean leader Kim Jong-Un to discuss the possibility of denuclearizing of the... http://bit.ly/2Utg1Q3 pic.twitter.com/BpMAo9XLFu";;;;"1104382976203190272";https://twitter.com/republicbuzz/status/1104382976203190272
LynneVero;2019-03-09 14:05;0;0;"Sociopaths playing with other sociopaths - all those experts who tried to direct Trump not to play footsie with N.Korea, ignored. Now we are in real peril as Trump has to have a "win." Kim is shoving it in his face. pic.twitter.com/t2lCBkm2rC";;;;"1104382803452534785";https://twitter.com/LynneVero/status/1104382803452534785
Flavia0847;2019-03-09 14:04;0;0;"They didn't say Kim was to blame. Trump didn't say he was to blame either. That was Bolton. https://twitter.com/CNNPolitics/status/1104313901540409351 …";;;;"1104382518562865156";https://twitter.com/Flavia0847/status/1104382518562865156
33JamesT;2019-03-09 14:04;0;0;"Lil Kim played him like the fool he is. Leaned into tRump’s ego & had his stature in the world solidified by meeting w/ @POTUS .";;@POTUS;;"1104382493820510209";https://twitter.com/33JamesT/status/1104382493820510209
bizwomen4TRUMP;2019-03-09 14:03;0;2;"The answer is YES Kim! More disgusted by the Livs everyday! Has to STOP! F/RT";;;;"1104382309376118784";https://twitter.com/bizwomen4TRUMP/status/1104382309376118784
SteveN95589242;2019-03-09 14:03;1;1;"Baby Trump -- America's Dictator. No more FAKE NEWS! Truth is Trump. Baby Trump BFF Kim Jong Un wishes Otto AML. Putin takes over US without firing a shot. Baby Trump will use Military Eminent Domain to close the boarders. GoBaby Trump BUILD WALLS.! pic.twitter.com/NGeH27bdk5";;;;"1104382278472482822";https://twitter.com/SteveN95589242/status/1104382278472482822
SteveN95589242;2019-03-09 14:03;0;0;"Baby Trump -- America's Dictator. No more FAKE NEWS! Truth is Trump. Baby Trump BFF Kim Jong Un wishes Otto AML. Putin takes over US without firing a shot. Baby Trump will use Military Eminent Domain to close the boarders. GoBaby Trump BUILD WALLS.! pic.twitter.com/xYW6PLpQv0";;;;"1104382172314640389";https://twitter.com/SteveN95589242/status/1104382172314640389
truth_en;2019-03-09 14:01;0;0;"Trump’s Summit With Kim Jong-un Sends Signal to China http://www.visiontimes.com/2019/03/09/trumps-summit-with-kim-jong-un-sends-signal-to-china.html …";;;;"1104381773612568576";https://twitter.com/truth_en/status/1104381773612568576
a4qall;2019-03-09 14:01;0;0;"Trump’s Summit With Kim Jong-un Sends Signal to China http://www.visiontimes.com/2019/03/09/trumps-summit-with-kim-jong-un-sends-signal-to-china.html …";;;;"1104381712258224129";https://twitter.com/a4qall/status/1104381712258224129
ddp72698619;2019-03-09 14:00;0;0;"I think u r still fooled by this evil conniving man that lives in the w.h. he had kim jong un come to vietnam on a train just 2 walk out on him, then he brags, humiliating 4 Un, a notch 4 trump. I was thinking like u but reality hit me, tk God. the dems r no better, I wont vote";;;;"1104381560390905856";https://twitter.com/ddp72698619/status/1104381560390905856
gtfokid9;2019-03-09 14:00;0;2;"Sure, he created Kim jong un and Donald Trump https://twitter.com/ikhuoria_/status/1103896960770039808 …";;;;"1104381556888621057";https://twitter.com/gtfokid9/status/1104381556888621057
sagamorestah;2019-03-09 13:58;0;1;"The next Mrs Trump? Watch out Melania since he met Kim Jung UN, he loves oriental folks. And I mean LOVES!";;;;"1104381050468347905";https://twitter.com/sagamorestah/status/1104381050468347905
Allan19671;2019-03-09 13:57;0;0;"Meanwhile Trump allowed Saudi Arabia to murder a US citizen and did nothing. Trump supports the Saudi war in Yemen. Trump allowed Kim jun Un to torture and murder a US citizen and did nothing. You're clearly misinformed.";;;;"1104380811829280774";https://twitter.com/Allan19671/status/1104380811829280774
RealtorJairo;2019-03-09 13:54;0;0;"Amid reports that North Korea rocket launch facility operational; Trump would be 'very surprised' if Kim Jong Un renews testing http://dlvr.it/R0VWrW";;;;"1104379854575661057";https://twitter.com/RealtorJairo/status/1104379854575661057
Espacebeauxarts;2019-03-09 13:54;0;0;"Amid reports that North Korea rocket launch facility operational; Trump would be ‘very surprised’ if Kim Jong Un renews testing https://newyork.7a7.info/?p=78907";;;;"1104379852805812225";https://twitter.com/Espacebeauxarts/status/1104379852805812225
Matatjahu83;2019-03-09 13:54;0;0;"To Trump nie załatwił żeby Kim nie strzelał ?";;;;"1104379822267162630";https://twitter.com/Matatjahu83/status/1104379822267162630
CCCSDE;2019-03-09 13:53;0;0;"Read President Donald Trump’s Letter to Kim Jong Un https://ift.tt/2Ttq4bm Here is the letter that President Donald Trump wrote to the leader of North Korea, Kim Jong Un, canceling the nuclear summit in Singapore. copyright © 2016 March 09, 2019 at 08:52AM";;;;"1104379705820672000";https://twitter.com/CCCSDE/status/1104379705820672000
